Time & Date,Country,Event,Actual,Previous,Consensus,Forecast
8:00 AM,PL,Employment Growth YoY AUG,-1.50%,-2.30%,-1.50%,-1.70%
9:00 AM,EA,Construction Output YoY JUL,-3.80%,-4.8% ®,,-4.20%
9:00 AM,EA,Inflation Rate YoY Final AUG,-0.20%,0.40%,-0.20%,-0.20%
9:00 AM,EA,Core Inflation Rate YoY Final AUG,0.40%,1.20%,0.40%,0.40%
11:00 AM,GB,BoE Interest Rate Decision,0.10%,0.10%,0.10%,0.10%
11:00 AM,GB,BoE Quantitative Easing,£745B,£745B,£745B,£745B
11:00 AM,GB,MPC Meeting Minutes,,,,
11:00 AM,GB,BoE MPC Vote Hike,0/9,0/9,0/9,0/9
11:00 AM,GB,BoE MPC Vote Unchanged,9/9,9/9,9/9,9/9
11:00 AM,GB,BoE MPC Vote Cut,0/9,0/9,0/9,0/9
Friday September 18 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,PPI MoM AUG,0%,0.20%,-0.10%,0.10%
6:00 AM,GB,Retail Sales YoY AUG,2.80%,1.40%,3%,2.90%
6:00 AM,GB,Retail Sales MoM AUG,0.80%,3.7% ®,0.70%,0.50%
9:00 AM,HR,Unemployment Rate AUG,9%,9%,,9.50%
9:15 AM,EA,ECB Guindos Speech,,,,
10:00 AM,LU,GDP Growth Rate QoQ Q2,-7.20%,-1.4% ®,,-10%
10:00 AM,LU,GDP Growth Rate YoY Q2,-7.80%,1.5% ®,,-7.50%
Monday September 21 2020,,,Actual,Previous,Consensus,Forecast
8:00 AM,ES,Balance of Trade JUL,€-0.31B,€1.48B,,€0.9B
11:05 AM,SI,Unemployment Rate JUL,9.20%,9.20%,,9.40%
12:45 PM,EA,ECB President Lagarde Speech,,,,
Tuesday September 22 2020,,,Actual,Previous,Consensus,Forecast
4:30 AM,NL,Consumer Confidence SEP,-28,-29,,-28
5:00 AM,FI,Unemployment Rate AUG,7.70%,7.70%,,8.10%
7:30 AM,SE,Riksbank Rate Decision,0%,0%,0%,0%
7:30 AM,SE,Monetary Policy Report,,,,
10:00 AM,GB,CBI Industrial Trends Orders SEP,-48,-44,-40,-40
12:00 PM,HU,Deposit Interest Rate SEP,-0.05%,-0.05%,-0.05%,-0.05%
12:00 PM,HU,Interest Rate Decision,0.60%,0.60%,0.60%,0.60%
2:00 PM,EA,Consumer Confidence Flash SEP,-13.9,-14.7,-14.6,-15.4
Wednesday September 23 2020,,,Actual,Previous,Consensus,Forecast
4:30 AM,NL,GDP Growth Rate YoY Final Q2,-9.40%,-0.20%,-9.30%,-9.30%
4:30 AM,NL,GDP Growth Rate QoQ Final Q2,-8.50%,-1.50%,-8.50%,-8.50%
6:00 AM,DE,GfK Consumer Confidence OCT,-1.6,-1.7 ®,-1,-3
7:00 AM,ES,GDP Growth Rate YoY Final Q2,-21.50%,-4.2% ®,-22.10%,-22.10%
7:00 AM,ES,GDP Growth Rate QoQ Final Q2,-17.80%,-5.20%,-18.50%,-18.50%
7:15 AM,FR,Markit Manufacturing PMI Flash SEP,50.9,49.8,50.5,51.1
7:15 AM,FR,Markit Services PMI Flash SEP,47.5,51.5,51.5,51.8
7:30 AM,DE,Markit Manufacturing PMI Flash SEP,56.6,52.2,52.5,52.7
7:30 AM,DE,Markit Services PMI Flash SEP,49.1,52.5,53,52.9
8:00 AM,EA,Markit Services PMI Flash SEP,47.6,50.5,50.5,50.9
8:00 AM,EA,Markit Manufacturing PMI Flash SEP,53.7,51.7,51.9,52
8:00 AM,PL,Unemployment Rate AUG,6.10%,6.10%,6.10%,6.20%
8:30 AM,GB,Markit/CIPS Manufacturing PMI Flash SEP,54.3,55.2,54.1,53.8
8:30 AM,GB,Markit/CIPS UK Services PMI Flash SEP,55.1,58.8,56,55.1
12:30 PM,CZ,CNB Interest Rate Decision,0.25%,0.25%,0.25%,0.25%
,EA,ECB Non-Monetary Policy Meeting,,,,
Thursday September 24 2020,,,Actual,Previous,Consensus,Forecast
6:45 AM,FR,Business Confidence SEP,96,92 ®,95,93
8:00 AM,EA,ECB Economic Bulletin,,,,
8:00 AM,DE,Ifo Business Climate SEP,93.4,92.5 ®,93.8,93
9:00 AM,IS,Unemployment Rate AUG,6%,6.40%,,6.50%
10:00 AM,GB,CBI Distributive Trades SEP,11,-6,-10,-12
11:00 AM,PL,Monetary Policy Meeting Minutes,,,,
11:30 AM,GB,Winter Economy Plan,,,,
2:00 PM,GB,BoE Gov Bailey Speech,,,,
3:00 PM,DE,Bundesbank Wuermeling Speech,,,,
11:01 PM,GB,Gfk Consumer Confidence SEP,-25,-27,-27,-26
,EA,ECB General Council Meeting,,,,
,EU,European Council Special Meeting,,,,
Friday September 25 2020,,,Actual,Previous,Consensus,Forecast
8:00 AM,IT,Business Confidence SEP,92.1,87.1 ®,87.5,87.5
8:00 AM,IT,Consumer Confidence SEP,103.4,101.0 ®,100.8,100.5
10:00 AM,FR,Unemployment Benefit Claims AUG,-171K,-172.2K,,-36K
,EU,European Council Special Meeting,,,,
Monday September 28 2020,,,Actual,Previous,Consensus,Forecast
1:30 PM,DE,Bundesbank Mauderer Speech,,,,
1:45 PM,EA,ECB President Lagarde Testimony,,,,
Tuesday September 29 2020,,,Actual,Previous,Consensus,Forecast
6:45 AM,FR,Consumer Confidence SEP,95,95 ®,94,92
7:00 AM,HU,Unemployment Rate AUG,4.60%,4.80%,,5.10%
8:00 AM,FO,Unemployment Rate JUL,1.70%,1.70%,,1.80%
8:30 AM,GB,Mortgage Approvals AUG,84.7K,66.3K,71K,69K
8:30 AM,GB,Mortgage Lending AUG,£3.1B,£2.9B ®,£3.65B,£3.0B
8:30 AM,GB,BoE Consumer Credit AUG,£0.3B,£1.1B ®,£1.45B,£1.5B
9:00 AM,EA,Economic Sentiment SEP,91.1,87.5 ®,89,88.5
9:00 AM,EA,Consumer Confidence Final SEP,-13.9,-14.7,-13.9,-13.9
10:00 AM,DE,Bundesbank Mauderer Speech,,,,
10:00 AM,IE,Unemployment Rate SEP,5.40%,5.20%,,5.50%
11:00 AM,ES,Business Confidence SEP,-9.1,-10 ®,,-14
12:00 PM,DE,Inflation Rate YoY Prel SEP,-0.20%,0%,-0.10%,-0.20%
4:00 PM,DE,Bundesbank Mauderer Speech,,,,
Wednesday September 30 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,DK,Unemployment Rate AUG,4.90%,5.20%,,6%
6:00 AM,DK,GDP Growth Rate QoQ Final Q2,-6.80%,-1.6% ®,,-6.90%
6:00 AM,DE,Retail Sales MoM AUG,3.10%,-0.2% ®,0.50%,0.50%
6:00 AM,DE,Retail Sales YoY AUG,3.70%,5.0% ®,4.20%,3.40%
6:00 AM,DE,Unemployment Rate Harmonised AUG,4.40%,4.40%,,4.60%
6:00 AM,GB,GDP Growth Rate YoY Final Q2,-21.50%,-2.1% ®,-21.70%,-21.70%
6:00 AM,GB,Current Account Q2,£-2.8B,£-20.8B ®,£-0.4B,£-0.6B
6:00 AM,GB,GDP Growth Rate QoQ Final Q2,-19.80%,-2.5% ®,-20.40%,-20.40%
6:00 AM,GB,Nationwide Housing Prices YoY SEP,5%,3.70%,4.50%,4.70%
6:00 AM,GB,Nationwide Housing Prices MoM SEP,0.90%,2%,0.50%,0.70%
6:00 AM,GB,Business Investment QoQ Final Q2,-26.50%,-0.5% ®,,-31.40%
6:00 AM,GB,Business Investment YoY Final Q2,-26.10%,1.1% ®,,-31.30%
6:45 AM,FR,Inflation Rate YoY Prel SEP,0.10%,0.20%,,0.30%
7:20 AM,EA,ECB President Lagarde Speech,,,,
7:55 AM,DE,Unemployment Rate SEP,6.30%,6.40%,6.40%,6.50%
7:55 AM,DE,Unemployment Change SEP,-8K,-9K,-8K,-12K
8:30 AM,GB,BoE Haldane Speech,,,,
8:30 AM,GB,BoE FPC Meeting,,,,
9:00 AM,IT,Inflation Rate YoY Prel SEP,-0.50%,-0.50%,-0.40%,-0.30%
9:00 AM,MT,Unemployment Rate Q2,4.40%,3.30%,,5.10%
11:30 AM,DE,Bundesbank Wuermeling Speech,,,,
Thursday October 01 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,RO,Unemployment Rate AUG,5.30%,5.40%,,5.80%
7:15 AM,ES,Markit Manufacturing PMI SEP,50.8,49.9,50.5,50.5
7:30 AM,SE,Monetary Policy Meeting Minutes,,,,
7:45 AM,IT,Markit/ADACI Manufacturing PMI SEP,53.2,53.1,53.5,53.2
7:50 AM,FR,Markit Manufacturing PMI Final SEP,51.2,49.8,50.9,50.9
7:55 AM,DE,Markit Manufacturing PMI Final SEP,56.4,52.2,56.6,56.6
8:00 AM,AT,Unemployment Rate SEP,8.40%,9%,,8.80%
8:00 AM,EA,Markit Manufacturing PMI Final SEP,53.7,51.7,53.7,53.7
8:00 AM,IT,Unemployment Rate AUG,9.70%,9.8% ®,10.10%,10.50%
8:30 AM,GB,Markit/CIPS Manufacturing PMI Final SEP,54.1,55.2,54.3,54.3
9:00 AM,CY,Unemployment Rate AUG,7.40%,6.90%,,7.30%
9:00 AM,EA,Unemployment Rate AUG,8.10%,8% ®,8.10%,8.20%
,EU,European Council Special Meeting,,,,
Friday October 02 2020,,,Actual,Previous,Consensus,Forecast
7:00 AM,ES,Unemployment Change SEP,-26.3K,29.8K,,44K
7:40 AM,CZ,Unemployment Rate SEP,3.80%,3.80%,3.80%,4.20%
8:00 AM,DE,Bundesbank Wuermeling Speech,,,,
9:00 AM,EA,Core Inflation Rate YoY Flash SEP,0.20%,0.40%,0.50%,0.40%
9:00 AM,EA,Inflation Rate MoM Flash SEP,0.10%,-0.40%,,0.10%
9:00 AM,EA,Inflation Rate YoY Flash SEP,-0.30%,-0.20%,-0.20%,-0.30%
10:00 AM,EA,ECB Guindos Speech,,,,
,EU,European Council Special Meeting,,,,
Monday October 05 2020,,,Actual,Previous,Consensus,Forecast
7:15 AM,ES,Markit Services PMI SEP,42.4,47.7,46.3,46.2
7:45 AM,IT,Markit/ADACI Services PMI SEP,48.8,47.1,46.6,46.5
7:50 AM,FR,Markit Services PMI Final SEP,47.5,51.5,47.5,47.5
7:55 AM,DE,Markit Services PMI Final SEP,50.6,52.5,49.1,49.1
8:00 AM,EA,Markit Services PMI Final SEP,48,50.5,47.6,47.6
8:30 AM,GB,Markit/CIPS UK Services PMI Final SEP,56.1,58.8,55.1,55.1
9:00 AM,EA,Retail Sales MoM AUG,4.40%,-1.8% ®,2.40%,2%
9:00 AM,EA,Retail Sales YoY AUG,3.70%,-0.1% ®,2.20%,1.80%
10:30 AM,ES,Consumer Confidence SEP,49.5,49.9,,51.5
12:00 PM,DE,Bundesbank Weidmann Speech,,,,
,EA,Eurogroup Video Conference,,,,
Tuesday October 06 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,Factory Orders MoM AUG,4.50%,3.3% ®,2.60%,2.30%
7:30 AM,DE,Construction PMI SEP,45.5,48,,50
8:30 AM,GB,Construction PMI SEP,56.8,54.6,54,53.7
8:35 AM,EA,ECB President Lagarde Speech,,,,
1:00 PM,EA,ECB President Lagarde Speech,,,,
,EU,EU-Ukraine Summit,,,,
,EU,EcoFin Video Conference,,,,
Wednesday October 07 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,Industrial Production MoM AUG,-0.20%,1.4% ®,1.50%,1.80%
6:45 AM,FR,Balance of Trade AUG,€-7.7B,€-7B ®,,€-5.6B
7:30 AM,GB,Halifax House Price Index MoM SEP,1.60%,1.7% ®,,0.80%
7:30 AM,GB,Halifax House Price Index YoY SEP,7.30%,5.20%,,6.60%
8:00 AM,IT,Retail Sales MoM AUG,8.20%,-6% ®,,0.70%
8:55 AM,IS,CBI Interest Rate Decision,1%,1%,,1%
12:10 PM,EA,ECB President Lagarde Speech,,,,
1:10 PM,PL,Interest Rate Decision,0.10%,0.10%,0.10%,0.10%
,EA,ECB Non-Monetary Policy Meeting,,,,
Thursday October 08 2020,,,Actual,Previous,Consensus,Forecast
4:30 AM,NL,Inflation Rate YoY SEP,1.10%,0.70%,,0.60%
6:00 AM,DE,Balance of Trade AUG,€12.8B,€19.2B,,€17.4B
8:00 AM,EA,ECB Guindos Speech,,,,
8:30 AM,GB,BoE FPC Statement,,,,
9:00 AM,GR,Unemployment Rate JUL,16.80%,18% ®,,18.70%
10:00 AM,IE,Inflation Rate YoY SEP,-1.20%,-1%,,-0.90%
10:15 AM,EA,ECB Mersch Speech,,,,
11:30 AM,EA,ECB Monetary Policy Meeting Accounts,,,,
Friday October 09 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,RO,GDP Growth Rate QoQ Final Q2,-11.90%,0.30%,,-12.30%
6:00 AM,GB,Balance of Trade AUG,£1.4B,£1.7B ®,,£0.6B
6:00 AM,GB,GDP 3-Month Avg AUG,8.00%,-6.8% ®,8.20%,8.50%
6:00 AM,GB,Manufacturing Production YoY AUG,-8.40%,-10.1% ®,-5.90%,-6.20%
6:00 AM,GB,Industrial Production YoY AUG,-6.40%,-7.4% ®,-4.60%,-4.00%
6:00 AM,GB,Industrial Production MoM AUG,0.30%,5.20%,2.50%,2.70%
6:00 AM,GB,Construction Output YoY AUG,-13%,-15.6% ®,-8.80%,-9.80%
6:45 AM,FR,Industrial Production MoM AUG,1.30%,3.80%,1.70%,2.20%
8:00 AM,IT,Industrial Production MoM AUG,7.70%,7% ®,1.30%,1.50%
Monday October 12 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,Wholesale Prices YoY SEP,-1.80%,-2.20%,,-1.60%
6:00 AM,DE,Wholesale Prices MoM SEP,0.00%,-0.40%,,0.20%
11:00 AM,EA,ECB President Lagarde Speech,,,,
3:00 PM,EA,ECB Guindos Speech,,,,
Tuesday October 13 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,DE,Inflation Rate YoY Final SEP,-0.20%,0.00%,-0.20%,-0.20%
6:00 AM,GB,Claimant Count Change SEP,28K,39.5K ®,78.8K,72K
6:00 AM,GB,Average Earnings excl. Bonus AUG,0.80%,0.20%,0.60%,0.50%
6:00 AM,GB,Average Earnings incl. Bonus AUG,0%,-1%,-0.60%,-0.70%
6:00 AM,GB,Unemployment Rate AUG,4.50%,4.10%,4.30%,4.20%
6:00 AM,GB,Employment Change JUL,-153K,-12K,-30K,-30K
7:30 AM,SE,Inflation Rate MoM SEP,0.10%,-0.10%,0.30%,0.20%
7:30 AM,SE,CPIF YoY SEP,0.30%,0.70%,0.60%,0.40%
9:00 AM,EA,ZEW Economic Sentiment Index OCT,52.3,73.9,,60
9:00 AM,DE,ZEW Economic Sentiment Index OCT,56.1,77.4,73,70
9:00 AM,DE,Bundesbank Wuermeling Speech,,,,
9:00 AM,DE,Bundesbank Buch Speech,,,,
12:00 PM,DE,Bundesbank Wuermeling Speech,,,,
,EU,General Affairs Council Meeting,,,,
Wednesday October 14 2020,,,Actual,Previous,Consensus,Forecast
8:00 AM,EA,ECB President Lagarde Speech,,,,
8:00 AM,FR,IEA Oil Market Report,,,,
9:00 AM,EA,Industrial Production YoY AUG,-7.20%,-7.1% ®,-7.20%,-7.20%
9:00 AM,EA,Industrial Production MoM AUG,0.70%,5% ®,0.80%,0.50%
11:00 AM,EA,ECB Mersch Speech,,,,
,EU,Tripartite Social Summit Video Conference,,,,
Thursday October 15 2020,,,Actual,Previous,Consensus,Forecast
4:30 AM,NL,Unemployment Rate SEP,4.40%,4.60%,,4.80%
6:45 AM,FR,Inflation Rate YoY Final SEP,0%,0.20%,0.10%,0.10%
7:30 AM,SE,Unemployment Rate SEP,8.30%,8.80%,9.40%,9.50%
4:00 PM,EA,ECB President Lagarde Speech,,,,
,EU,European Council Meeting,,,,
Friday October 16 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,EU,New Car Registrations YoY SEP,3.10%,-18.90%,,-2%
8:00 AM,IT,Inflation Rate YoY Final SEP,-0.60%,-0.50%,-0.50%,-0.50%
9:00 AM,EA,Inflation Rate YoY Final SEP,-0.30%,-0.20%,-0.30%,-0.30%
9:00 AM,EA,Core Inflation Rate YoY Final SEP,0.20%,0.40%,0.20%,0.20%
9:00 AM,EA,Balance of Trade AUG,€14.7B,€27.7B ®,€15.1B,€15.1B
9:00 AM,IT,Balance of Trade AUG,€3.928B,€9.694B,,€7.5B
,EU,European Council Meeting,,,,
Sunday October 18 2020,,,Actual,Previous,Consensus,Forecast
1:05 PM,EA,ECB President Lagarde Speech,,,,
1:05 PM,GB,BoE Gov Bailey Speech,,,,
Monday October 19 2020,,,Actual,Previous,Consensus,Forecast
7:15 AM,EA,ECB Guindos Speech,,,,
8:00 AM,PL,Employment Growth YoY SEP,-1.20%,-1.50%,-1.10%,-1.40%
8:00 AM,ES,Balance of Trade AUG,€-1.74B,€-0.31B,,€-2B
9:00 AM,EA,Construction Output YoY AUG,-0.90%,-3.4% ®,,-4.40%
11:30 AM,EA,ECB Mersch Speech,,,,
12:40 PM,EA,ECB President Lagarde Speech,,,,
1:15 PM,SK,Unemployment Rate SEP,7.40%,7.60%,8%,8.20%
2:05 PM,GB,BoE Cunliffe Speech,,,,
3:00 PM,GB,BoE Cunliffe Speech,,,,
4:00 PM,DE,Bundesbank Weidmann Speech,,,,
Tuesday October 20 2020,,,Actual,Previous,Consensus,Forecast
5:00 AM,FI,Unemployment Rate SEP,7.60%,7.70%,,8.10%
6:00 AM,DE,PPI MoM SEP,0.40%,0%,-0.10%,0.20%
9:00 AM,HR,Unemployment Rate SEP,8.80%,9%,,9.50%
9:30 AM,GB,BoE Vlieghe Speech,,,,
11:00 AM,DE,Bundesbank Balz Speech,,,,
12:00 PM,HU,Deposit Interest Rate OCT,-0.05%,-0.05%,-0.05%,-0.05%
12:00 PM,HU,Interest Rate Decision,0.60%,0.60%,0.60%,0.60%
Wednesday October 21 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,GB,Inflation Rate YoY SEP,0.50%,0.20%,0.50%,0.40%
6:00 AM,GB,Inflation Rate MoM SEP,0.40%,-0.40%,0.50%,0.30%
6:00 AM,GB,Core Inflation Rate YoY SEP,1.30%,0.90%,1.30%,1%
7:30 AM,EA,ECB President Lagarde Speech,,,,
10:00 AM,EA,ECB Guindos Speech,,,,
12:10 PM,GB,BoE Ramsden Speech,,,,
2:00 PM,DE,Bundesbank Balz Speech,,,,
2:00 PM,SI,Unemployment Rate AUG,9.10%,9.20%,,9.40%
4:00 PM,EA,ECB Guindos Speech,,,,
Thursday October 22 2020,,,Actual,Previous,Consensus,Forecast
4:30 AM,NL,Consumer Confidence OCT,-30,-28,,-26
6:00 AM,DE,GfK Consumer Confidence NOV,-3.1,-1.7 ®,-2.8,-3
6:45 AM,FR,Business Confidence OCT,93,94 ®,96,95
8:30 AM,GB,BoE Haldane Speech,,,,
9:25 AM,GB,BoE Gov Bailey Speech,,,,
10:00 AM,GB,CBI Industrial Trends Orders OCT,-34,-48,-45,-42
10:00 AM,GB,CBI Business Optimism Index Q4,0,-1,,-14
11:00 AM,PL,Monetary Policy Meeting Minutes,,,,
2:00 PM,EA,Consumer Confidence Flash OCT,-15.5,-13.9,-15,-14.6
11:01 PM,GB,Gfk Consumer Confidence OCT,-31,-30 ®,-28,-26
Friday October 23 2020,,,Actual,Previous,Consensus,Forecast
6:00 AM,GB,Retail Sales YoY SEP,4.70%,2.7% ®,3.70%,3.40%
6:00 AM,GB,Retail Sales MoM SEP,1.50%,0.9% ®,0.40%,0.50%
7:15 AM,FR,Markit Manufacturing PMI Flash OCT,51,51.2,51,50.5
7:15 AM,FR,Markit Services PMI Flash OCT,46.5,47.5,46.8,45.1
7:30 AM,DE,Markit Manufacturing PMI Flash OCT,58,56.4,55.1,55.1
7:30 AM,DE,Markit Services PMI Flash OCT,48.9,50.6,49.2,48.9
8:00 AM,EA,Markit Services PMI Flash OCT,46.2,48,47,47.2
8:00 AM,EA,Markit Manufacturing PMI Flash OCT,54.4,53.7,53.1,52.9
8:00 AM,PL,Unemployment Rate SEP,6.10%,6.10%,6.10%,6.20%
8:30 AM,GB,Markit/CIPS Manufacturing PMI Flash OCT,53.3,54.1,53.1,52.9
8:30 AM,GB,Markit/CIPS UK Services PMI Flash OCT,52.3,56.1,54,53.8
12:00 PM,DE,Bundesbank Mauderer Speech,,,,
Monday October 26 2020,,,Actual,Previous,Consensus,Forecast
9:00 AM,DE,Ifo Business Climate OCT,92.7,93.2 ®,93,91.1
Tuesday October 27 2020,,,Actual,Previous,Consensus,Forecast
8:00 AM,ES,Unemployment Rate Q3,16.26%,15.33%,15.90%,16.50%
11:00 AM,FR,Unemployment Benefit Claims SEP,-15.2K,-171K,,30K
11:00 AM,GB,CBI Distributive Trades OCT,-23,11,1,-6
5:00 PM,DE,Bundesbank Balz Speech,,,,
Wednesday October 28 2020,,,Actual,Previous,Consensus,Forecast
7:45 AM,FR,Consumer Confidence OCT,94,95,93,91
Thursday October 29 2020,,,Actual,Previous,Consensus,Forecast
7:00 AM,DE,Unemployment Rate Harmonised SEP,4.50%,4.5% ®,,4.50%
8:00 AM,HU,Unemployment Rate SEP,4.40%,4.60%,,5.10%
8:55 AM,DE,Unemployment Rate OCT,6.20%,6.30%,6.30%,6.50%
8:55 AM,DE,Unemployment Change OCT,-35K,-10K ®,-5K,-4K
9:00 AM,FO,Unemployment Rate AUG,1.50%,1.6% ®,,1.90%
9:00 AM,IT,Business Confidence OCT,95.6,92.6 ®,91.7,89.1
9:00 AM,IT,Consumer Confidence OCT,102,103.3 ®,102.2,101.5
9:30 AM,GB,BoE Consumer Credit SEP,£-0.6B,£0.3B,£0.75B,£ 0.74B
9:30 AM,GB,Mortgage Lending SEP,£4.8B,£3.0B ®,£3.796B,£3.5B
9:30 AM,GB,Mortgage Approvals SEP,91.5K,85.5K ®,76.112K,76K
10:00 AM,BE,GDP Growth Rate YoY Adv Q3,-5.20%,-13.9% ®,,-5.80%
10:00 AM,BE,GDP Growth Rate QoQ Adv Q3,10.70%,-11.8% ®,8.90%,8.50%
10:00 AM,EA,Consumer Confidence Final OCT,-15.5,-13.9,-15.5,-15.5
10:00 AM,EA,Economic Sentiment OCT,90.9,90.9 ®,89.5,86.2
12:00 PM,ES,Business Confidence OCT,-9.2,-9.5 ®,,-12
12:45 PM,EA,Deposit Facility Rate,-0.50%,-0.50%,-0.50%,-0.50%
12:45 PM,EA,ECB Interest Rate Decision,0%,0%,0%,0%
12:45 PM,EA,Marginal Lending Rate,0.25%,0.25%,,0.25%
1:00 PM,DE,Inflation Rate YoY Prel OCT,-0.20%,-0.20%,-0.30%,-0.20%
1:30 PM,EA,ECB Press Conference,,,,
,EU,European Council Video Conference,,,,
Friday October 30 2020,,,Actual,Previous,Consensus,Forecast
6:30 AM,FR,GDP Growth Rate QoQ Prel Q3,18.20%,-13.7% ®,15.40%,15.10%
7:00 AM,DK,Unemployment Rate SEP,4.80%,4.90%,,6.20%
7:00 AM,DE,Retail Sales YoY SEP,6.50%,3% ®,6.60%,6%
7:00 AM,DE,Retail Sales MoM SEP,-2.20%,1.8% ®,-0.80%,-0.50%
7:00 AM,RO,Unemployment Rate SEP,5.20%,5.30%,,7.70%
7:00 AM,GB,Nationwide Housing Prices YoY OCT,5.80%,5%,5.20%,4.70%
7:00 AM,GB,Nationwide Housing Prices MoM OCT,0.80%,0.90%,0.40%,0.50%
7:45 AM,FR,Inflation Rate YoY Prel OCT,0%,0%,,0.30%
8:00 AM,AT,GDP Growth Rate YoY Flash Q3,-5.30%,-14.5% ®,,-8.10%
8:00 AM,AT,GDP Growth Rate QoQ Flash Q3,11.10%,-12.1% ®,11%,8%
8:00 AM,CZ,GDP Growth Rate QoQ Prel Q3,6.20%,-8.70%,5%,3%
8:00 AM,IT,Unemployment Rate SEP,9.60%,9.70%,10.10%,11.10%
8:00 AM,ES,GDP Growth Rate YoY Flash Q3,-8.70%,-21.50%,-12.20%,-12.30%
8:00 AM,ES,GDP Growth Rate QoQ Flash Q3,16.70%,-17.80%,13.50%,14.20%
9:00 AM,EA,ECB Mersch Speech,,,,
9:00 AM,DE,GDP Growth Rate QoQ Flash Q3,8.20%,-9.8% ®,7.30%,7.20%
9:00 AM,DE,GDP Growth Rate YoY Flash Q3,-4.30%,-11.30%,-5.30%,-5.80%
9:00 AM,IT,GDP Growth Rate QoQ Adv Q3,16.10%,-13%,11.20%,10.50%
9:00 AM,IT,GDP Growth Rate YoY Adv Q3,-4.70%,-17.9% ®,-8.70%,-10.30%
9:30 AM,PT,GDP Growth Rate QoQ Prel Q3,13.20%,-13.90%,,8.60%
10:00 AM,CY,Unemployment Rate SEP,8%,7.40%,,11%
10:00 AM,EA,Inflation Rate MoM Flash OCT,0.20%,0.10%,,0.20%
10:00 AM,EA,Inflation Rate YoY Flash OCT,-0.30%,-0.30%,-0.30%,-0.20%
10:00 AM,EA,Core Inflation Rate YoY Flash OCT,0.20%,0.20%,0.20%,0.20%
10:00 AM,EA,GDP Growth Rate YoY Flash Q3,-4.30%,-14.8% ®,-7%,-8%
10:00 AM,EA,GDP Growth Rate QoQ Flash Q3,12.70%,-11.80%,9.40%,7.50%
10:00 AM,EA,Unemployment Rate SEP,8.30%,8.3% ®,8.30%,8.60%
10:00 AM,IT,Inflation Rate YoY Prel OCT,-0.30%,-0.60%,-0.40%,-0.40%
12:00 PM,EA,ECB Guindos Speech,,,,
2:30 PM,DE,Bundesbank Weidmann Speech,,,,
Monday November 02 2020,,,Actual,Previous,Consensus,Forecast
8:15 AM,ES,Markit Manufacturing PMI OCT,52.5,50.8,51,50.5
8:45 AM,IT,IHS Markit Manufacturing PMI OCT,53.8,53.2,53.5,52.9
8:50 AM,FR,Markit Manufacturing PMI Final OCT,51.3,51.2,51,51
8:55 AM,DE,Markit Manufacturing PMI Final OCT,58.2,56.4,58,58
9:00 AM,AT,Unemployment Rate OCT,8.70%,8.40%,,8.80%
9:00 AM,EA,Markit Manufacturing PMI Final OCT,54.8,53.7,54.4,54.4
9:30 AM,GB,Markit/CIPS Manufacturing PMI Final OCT,53.7,54.1,53.3,53.3
2:00 PM,EA,ECB Mersch Speech,,,,
Tuesday November 03 2020,,,Actual,Previous,Consensus,Forecast
10:00 AM,DE,Bundesbank Mauderer Speech,,,,
4:00 PM,DE,Bundesbank Balz Speech,,,,
6:00 PM,DE,Bundesbank Mauderer Speech,,,,
,EA,Eurogroup Video Conference,,,,
Wednesday November 04 2020,,,Actual,Previous,Consensus,Forecast
8:00 AM,ES,Unemployment Change OCT,49.6K,-26.3K,,65K
8:15 AM,ES,Markit Services PMI OCT,41.4,42.4,40,40.6
8:45 AM,IT,IHS Markit Services PMI OCT,46.7,48.8,47,46.6
8:50 AM,FR,Markit Services PMI Final OCT,46.5,47.5,46.5,46.5
8:55 AM,DE,Markit Services PMI Final OCT,49.5,50.6,48.9,48.9
9:00 AM,CZ,Unemployment Rate OCT,3.70%,3.80%,3.80%,4.20%
9:00 AM,EA,Markit Services PMI Final OCT,46.9,48,46.2,46.2
9:30 AM,GB,Markit/CIPS UK Services PMI Final OCT,51.4,56.1,52.3,52.3
11:00 AM,IE,Unemployment Rate OCT,7.30%,7.3% ®,,5.70%
11:00 AM,PT,Unemployment Rate Q3,7.80%,5.60%,,7.10%
,EU,EcoFin Video Conference,,,,
Thursday November 05 2020,,,Actual,Previous,Consensus,Forecast
5:30 AM,NL,Inflation Rate YoY OCT,1.20%,1.10%,,1.20%
7:00 AM,DE,Factory Orders MoM SEP,0.50%,4.9% ®,2%,1.50%
7:00 AM,GB,BoE Interest Rate Decision,0.10%,0.10%,0.10%,0.10%
7:00 AM,GB,Monetary Policy Report,,,,
7:00 AM,GB,BoE Quantitative Easing,£875B,£745B,£825B,£845B
7:00 AM,GB,MPC Meeting Minutes,,,,
7:00 AM,GB,BoE MPC Vote Hike,0/9,0/9,0/9,0/9
